
Jan		1788.00	152		1855.81	125		273.57	14

Fev		1760.70	154		1833.48	131		263.00	14

Mar		1750.20	157		1836.96	127		284.30	11

Abr		1762.20	153		1844.95	127		263.50	14

Mai		1762.20	155		1846.26	129		267.41	14

Jun		1764.00	154		1838.53	128		269.62	14

Jul		1743.00	155		1854.31	125		263.13	15

Ago		1769.70	156		1857.35	125		277.14	12

Set		1761.60	155		1847.78	125		273.73	13

Out		1766.40	152		1866.69	122		264.54	16

Nov		1764.60	157		1851.49	126		273.40	12

Dez		1737.30	160		1859.82	125		276.98	12

Jan		1746.90	156		1862.30	123		270.49	14

Fev		1749.30	157		1854.02	127		265.71	15

Mar		1779.60	151		1849.56	127		272.36	13

Abr		1740.60	158		1882.91	120		272.20	14

Mai		1737.30	157		1854.67	127		269.12	14

Jun		1753.20	155		1873.22	122		271.19	13

Jul		1758.00	154		1868.95	123		270.16	14

Ago		1789.80	151		1873.38	123		272.36	13

Set		1731.90	157		1860.66	126		275.44	13

Out		1734.30	153		1853.55	128		269.99	14

Nov		1764.30	153		1834.62	127		267.58	14

Dez		1765.20	155		1869.58	126		263.17	15

Jan		1732.80	158		1818.50	130		268.28	14

Fev		1740.60	159		1856.33	124		276.11	13

Mar		1768.20	156		1844.99	125		264.71	16

Abr		1741.20	156		1842.70	127		276.44	12

Mai		1733.70	158		1866.46	124		263.67	15

Jun		1743.30	157		1832.86	129		268.95	14

Jul		1732.20	155		1845.40	126		279.72	13

Ago		1753.80	154		1850.32	125		277.81	12

Set		1735.20	158		1845.27	125		264.50	14

Out		1737.00	160		1856.21	126		270.99	13

Nov		1755.00	156		1858.74	125		276.11	13

Dez		1767.90	153		1853.74	126		258.55	17

Jan		1753.20	155		1844.10	126		280.89	11

Fev		1771.50	155		1860.00	124		273.90	12

Mar		1728.00	157		1826.28	130		265.71	15

Abr		1756.20	155		1832.79	130		267.58	14

Mai		1775.10	152		1841.88	130		265.71	16

Jun		1774.80	156		1849.15	125		286.00	10

