
Jan		221.64	17	461.98	35	784.68	60	287.02	33	95.70	11	497.20	44	814.68	59	36.90	3	188.38	8

Fev		232.53	16	472.44	35	760.02	63	295.24	32	76.56	12	461.90	48	827.40	57	36.90	3	213.55	5

Mar		265.20	13	469.78	34	776.46	61	278.80	34	95.70	11	532.50	40	833.76	56	36.90	3	205.16	6

Abr		221.64	17	480.24	34	760.02	63	278.80	34	76.56	12	497.20	44	846.48	54	36.90	3	205.16	6

Mai		314.72	7	507.11	23	955.55	32	497.68	12	206.20	6	752.50	25	1037.08	35	20.82	3	220.56	5

Jun		324.48	6	549.26	16	955.55	32	506.30	11	226.82	5	679.50	35	985.84	41	20.82	3	180.78	8

Jul		324.48	6	514.54	22	937.69	34	514.92	10	206.20	6	752.50	25	968.76	43	20.82	3	194.04	7

Ago		265.92	12	460.24	24	875.18	41	497.68	12	288.68	2	730.60	28	1054.16	33	20.82	3	141.00	11

Set		314.72	7	494.82	22	937.69	34	506.30	11	247.44	4	737.90	27	1088.32	29	20.82	3	220.56	5

Out		221.64	17	493.36	35	751.80	64	287.02	33	38.28	14	488.37	45	840.12	55	36.90	3	188.38	8

Nov		232.53	16	472.44	35	768.24	62	303.46	31	76.56	12	497.20	44	859.20	52	36.90	3	154.82	12

Dez		286.98	11	472.44	35	760.02	63	278.80	34	76.56	12	514.85	42	840.12	55	36.90	3	213.55	5

Jan		210.75	18	477.58	33	776.46	61	278.80	34	95.70	11	506.02	43	821.04	58	36.90	3	188.38	8

Fev		232.53	16	485.56	36	776.46	61	303.46	31	38.28	14	523.67	41	865.56	51	36.90	3	196.77	7

Mar		265.20	13	516.76	32	768.24	62	295.24	32	38.28	14	506.02	43	840.12	55	36.90	3	196.77	7

Abr		254.31	14	480.24	34	768.24	62	295.24	32	76.56	12	470.72	47	833.76	56	36.90	3	179.99	9

Mai		275.68	11	516.97	23	964.48	31	540.78	7	185.58	7	737.90	27	1071.24	31	20.82	3	260.34	2

Jun		295.20	9	536.83	19	901.97	38	471.82	15	206.20	6	752.50	25	1054.16	33	20.82	3	207.30	6

Jul		275.68	11	504.68	22	964.48	31	506.30	11	226.82	5	745.20	26	1054.16	33	20.82	3	207.30	6

Ago		314.72	7	519.54	20	946.62	33	506.30	11	226.82	5	752.50	25	1020.00	37	20.82	3	154.26	10

Set		314.72	7	472.53	25	937.69	34	497.68	12	247.44	4	716.00	30	1037.08	35	20.82	3	194.04	7

Out		221.64	17	451.52	35	784.68	60	287.02	33	114.84	10	470.72	47	814.68	59	36.90	3	188.38	8

Nov		232.53	16	488.04	33	776.46	61	295.24	32	76.56	12	488.37	45	808.32	60	36.90	3	179.99	9

Dez		232.53	16	469.78	34	809.34	57	278.80	34	95.70	11	514.85	42	840.12	55	36.90	3	171.60	10

Jan		243.42	15	490.70	34	743.58	65	303.46	31	57.42	13	488.37	45	833.76	56	36.90	3	196.77	7

Fev		221.64	17	454.18	36	760.02	63	295.24	32	95.70	11	453.07	49	859.20	52	36.90	3	205.16	6

Mar		265.20	13	490.70	34	809.34	57	303.46	31	57.42	13	514.85	42	795.60	62	36.90	3	171.60	10

Abr		243.42	15	490.70	34	776.46	61	303.46	31	57.42	13	479.55	46	827.40	57	36.90	3	196.77	7

Mai		324.48	6	494.82	22	955.55	32	532.16	8	247.44	4	723.30	29	1037.08	35	20.82	3	167.52	9

Jun		324.48	6	462.67	25	901.97	38	514.92	10	268.06	3	730.60	28	1045.62	34	20.82	3	220.56	5

Jul		324.48	6	516.97	23	1026.99	24	497.68	12	185.58	7	694.10	33	1071.24	31	20.82	3	180.78	8

Ago		304.96	8	519.54	20	928.76	35	471.82	15	226.82	5	759.80	24	1148.10	22	20.82	3	141.00	11

Set		314.72	7	516.97	23	884.11	40	497.68	12	185.58	7	708.70	31	1062.70	32	20.82	3	180.78	8

Out		221.64	17	511.62	34	760.02	63	303.46	31	19.14	15	488.37	45	814.68	59	36.90	3	221.94	4

Nov		221.64	17	472.44	35	801.12	58	295.24	32	76.56	12	514.85	42	814.68	59	36.90	3	171.60	10

Dez		265.20	13	480.24	34	801.12	58	303.46	31	76.56	12	523.67	41	821.04	58	36.90	3	213.55	5

Jan		210.75	18	474.92	32	768.24	62	303.46	31	114.84	10	497.20	44	795.60	62	36.90	3	205.16	6

Fev		232.53	16	469.78	34	809.34	57	278.80	34	95.70	11	506.02	43	833.76	56	36.90	3	171.60	10

Mar		265.20	13	475.10	36	792.90	59	278.80	34	57.42	13	497.20	44	859.20	52	36.90	3	213.55	5

Abr		243.42	15	493.36	35	792.90	59	295.24	32	38.28	14	461.90	48	821.04	58	36.90	3	196.77	7

Mai		314.72	7	474.96	26	893.04	39	497.68	12	226.82	5	737.90	27	1037.08	35	20.82	3	233.82	4

Jun		256.16	13	475.10	22	839.46	45	480.44	14	288.68	2	708.70	31	1037.08	35	20.82	3	207.30	6

Jul		324.48	6	497.25	23	937.69	34	489.06	13	226.82	5	737.90	27	1037.08	35	20.82	3	167.52	9

Ago		314.72	7	524.40	22	875.18	41	506.30	11	185.58	7	745.20	26	1028.54	36	20.82	3	154.26	10

Set		285.44	10	509.54	24	937.69	34	489.06	13	185.58	7	679.50	35	1045.62	34	20.82	3	233.82	4

Out		221.64	17	490.70	34	801.12	58	278.80	34	57.42	13	470.72	47	821.04	58	36.90	3	163.21	11

Nov		286.98	11	498.50	33	776.46	61	287.02	33	57.42	13	506.02	43	821.04	58	36.90	3	188.38	8

Dez		243.42	15	469.78	34	801.12	58	278.80	34	95.70	11	506.02	43	808.32	60	36.90	3	179.99	9

Jan		221.64	17	441.06	35	743.58	65	287.02	33	133.98	9	523.67	41	814.68	59	36.90	3	213.55	5

Fev		254.31	14	503.82	35	760.02	63	295.24	32	19.14	15	470.72	47	840.12	55	36.90	3	205.16	6

Mar		276.09	12	451.52	35	801.12	58	278.80	34	114.84	10	506.02	43	814.68	59	36.90	3	196.77	7

Abr		276.09	12	495.84	32	776.46	61	295.24	32	76.56	12	479.55	46	833.76	56	36.90	3	205.16	6

Mai		295.20	9	484.82	26	982.34	29	497.68	12	206.20	6	730.60	28	1054.16	33	20.82	3	180.78	8

Jun		275.68	11	536.83	19	901.97	38	463.20	16	206.20	6	737.90	27	1037.08	35	20.82	3	207.30	6

Jul		285.44	10	494.82	22	937.69	34	489.06	13	247.44	4	752.50	25	1028.54	36	20.82	3	180.78	8

Ago		295.20	9	492.39	21	937.69	34	489.06	13	268.06	3	708.70	31	1088.32	29	20.82	3	207.30	6

Set		275.68	11	437.95	27	919.83	36	514.92	10	288.68	2	716.00	30	1054.16	33	20.82	3	207.30	6

Out		265.20	13	472.44	35	784.68	60	287.02	33	76.56	12	497.20	44	852.84	53	36.90	3	213.55	5

Nov		232.53	16	506.30	32	760.02	63	278.80	34	57.42	13	523.67	41	808.32	60	36.90	3	188.38	8

Dez		243.42	15	451.52	35	760.02	63	287.02	33	114.84	10	523.67	41	821.04	58	36.90	3	188.38	8

Jan		232.53	16	467.12	33	792.90	59	311.68	30	114.84	10	488.37	45	814.68	59	36.90	3	205.16	6

Fev		243.42	15	461.98	35	760.02	63	295.24	32	95.70	11	523.67	41	814.68	59	36.90	3	188.38	8

Mar		254.31	14	474.92	32	801.12	58	287.02	33	114.84	10	514.85	42	840.12	55	36.90	3	205.16	6

Abr		276.09	12	488.04	33	801.12	58	303.46	31	76.56	12	497.20	44	808.32	60	36.90	3	196.77	7

Mai		295.20	9	445.38	26	1026.99	24	514.92	10	288.68	2	716.00	30	1037.08	35	20.82	3	154.26	10

Jun		265.92	12	492.25	25	910.90	37	506.30	11	206.20	6	759.80	24	1054.16	33	20.82	3	207.30	6

Jul		295.20	9	507.11	23	910.90	37	489.06	13	206.20	6	694.10	33	1054.16	33	20.82	3	180.78	8

Ago		334.24	5	509.68	20	893.04	39	506.30	11	247.44	4	789.00	20	1062.70	32	20.82	3	207.30	6

Set		295.20	9	499.68	24	919.83	36	480.44	14	206.20	6	737.90	27	1045.62	34	20.82	3	194.04	7

Out		254.31	14	501.16	34	784.68	60	287.02	33	38.28	14	514.85	42	833.76	56	36.90	3	213.55	5

Nov		232.53	16	469.78	34	801.12	58	287.02	33	95.70	11	461.90	48	840.12	55	36.90	3	213.55	5

Dez		243.42	15	498.50	33	768.24	62	278.80	34	57.42	13	479.55	46	840.12	55	36.90	3	213.55	5

Jan		221.64	17	477.58	33	784.68	60	303.46	31	95.70	11	488.37	45	827.40	57	36.90	3	179.99	9

Fev		221.64	17	464.64	36	768.24	62	278.80	34	76.56	12	470.72	47	795.60	62	36.90	3	196.77	7

Mar		254.31	14	472.44	35	760.02	63	303.46	31	76.56	12	479.55	46	801.96	61	36.90	3	188.38	8

Abr		265.20	13	498.50	33	792.90	59	278.80	34	57.42	13	523.67	41	827.40	57	36.90	3	188.38	8

Mai		314.72	7	487.39	23	875.18	41	523.54	9	247.44	4	752.50	25	1020.00	37	20.82	3	167.52	9

Jun		285.44	10	507.11	23	928.76	35	480.44	14	206.20	6	694.10	33	1037.08	35	20.82	3	194.04	7

Jul		344.00	4	492.39	21	875.18	41	523.54	9	268.06	3	701.40	32	1037.08	35	20.82	3	154.26	10

Ago		275.68	11	489.82	24	946.62	33	549.40	6	226.82	5	723.30	29	1079.78	30	20.82	3	154.26	10

Set		275.68	11	494.68	26	919.83	36	566.64	4	185.58	7	723.30	29	1037.08	35	20.82	3	220.56	5

Out		210.75	18	475.10	36	760.02	63	311.68	30	57.42	13	514.85	42	840.12	55	36.90	3	205.16	6

Nov		232.53	16	508.96	33	760.02	63	278.80	34	38.28	14	523.67	41	801.96	61	36.90	3	205.16	6

Dez		210.75	18	485.56	36	801.12	58	278.80	34	38.28	14	470.72	47	808.32	60	36.90	3	213.55	5

Jan		232.53	16	482.90	35	792.90	59	278.80	34	57.42	13	488.37	45	827.40	57	36.90	3	196.77	7

Fev		221.64	17	482.90	35	801.12	58	295.24	32	57.42	13	497.20	44	852.84	53	36.90	3	196.77	7

Mar		221.64	17	485.56	36	792.90	59	295.24	32	38.28	14	488.37	45	865.56	51	36.90	3	238.72	2

Abr		232.53	16	443.72	36	784.68	60	278.80	34	114.84	10	523.67	41	801.96	61	36.90	3	205.16	6

Mai		285.44	10	526.83	23	964.48	31	506.30	11	164.96	8	745.20	26	1071.24	31	20.82	3	207.30	6

Jun		304.96	8	509.68	20	919.83	36	497.68	12	247.44	4	745.20	26	1045.62	34	20.82	3	233.82	4

Jul		295.20	9	536.83	19	973.41	30	558.02	5	206.20	6	723.30	29	1028.54	36	20.82	3	167.52	9

Ago		275.68	11	507.25	19	928.76	35	506.30	11	268.06	3	737.90	27	994.38	40	20.82	3	167.52	9

Set		275.68	11	502.25	21	955.55	32	532.16	8	247.44	4	723.30	29	985.84	41	20.82	3	247.08	3

Out		243.42	15	490.70	34	792.90	59	287.02	33	57.42	13	479.55	46	814.68	59	36.90	3	205.16	6

Nov		341.43	6	482.90	35	768.24	62	287.02	33	57.42	13	488.37	45	859.20	52	36.90	3	196.77	7

Dez		178.08	21	498.50	33	801.12	58	278.80	34	57.42	13	514.85	42	859.20	52	36.90	3	188.38	8

Jan		254.31	14	451.52	35	776.46	61	295.24	32	114.84	10	488.37	45	833.76	56	36.90	3	221.94	4

Fev		221.64	17	456.66	33	801.12	58	287.02	33	133.98	9	479.55	46	840.12	55	36.90	3	205.16	6

Mar		254.31	14	474.92	32	784.68	60	303.46	31	114.84	10	470.72	47	814.68	59	36.90	3	179.99	9

Abr		243.42	15	446.20	33	768.24	62	278.80	34	153.12	8	506.02	43	801.96	61	36.90	3	213.55	5

Mai		285.44	10	507.11	23	955.55	32	532.16	8	206.20	6	723.30	29	994.38	40	20.82	3	194.04	7

Jun		295.20	9	470.10	24	919.83	36	532.16	8	268.06	3	737.90	27	985.84	41	20.82	3	220.56	5

Jul		304.96	8	514.54	22	937.69	34	489.06	13	206.20	6	664.90	37	1054.16	33	20.82	3	207.30	6

Ago		285.44	10	541.83	17	955.55	32	480.44	14	226.82	5	737.90	27	1054.16	33	20.82	3	180.78	8

Set		275.68	11	477.53	23	946.62	33	480.44	14	268.06	3	723.30	29	1011.46	38	20.82	3	247.08	3

Out		286.98	11	485.38	32	727.14	67	287.02	33	95.70	11	479.55	46	840.12	55	36.90	3	205.16	6

Nov		243.42	15	485.38	32	784.68	60	287.02	33	95.70	11	497.20	44	814.68	59	36.90	3	205.16	6

Dez		276.09	12	469.78	34	751.80	64	287.02	33	95.70	11	506.02	43	827.40	57	36.90	3	179.99	9

Jan		221.64	17	498.50	33	776.46	61	295.24	32	57.42	13	497.20	44	859.20	52	36.90	3	188.38	8

Fev		265.20	13	490.70	34	768.24	62	287.02	33	57.42	13	497.20	44	827.40	57	36.90	3	213.55	5

Mar		254.31	14	459.32	34	825.78	55	278.80	34	114.84	10	479.55	46	846.48	54	36.90	3	196.77	7

Abr		232.53	16	454.18	36	768.24	62	295.24	32	95.70	11	506.02	43	814.68	59	36.90	3	196.77	7

Mai		324.48	6	526.97	19	982.34	29	523.54	9	226.82	5	701.40	32	1054.16	33	20.82	3	154.26	10

Jun		324.48	6	509.68	20	982.34	29	497.68	12	247.44	4	708.70	31	1045.62	34	20.82	3	207.30	6

Jul		295.20	9	526.97	19	982.34	29	514.92	10	226.82	5	803.60	18	1045.62	34	20.82	3	180.78	8

Ago		304.96	8	512.11	21	928.76	35	514.92	10	226.82	5	708.70	31	1054.16	33	20.82	3	180.78	8

Set		304.96	8	531.83	21	901.97	38	480.44	14	185.58	7	737.90	27	1088.32	29	20.82	3	207.30	6

Out		276.09	12	506.30	32	735.36	66	278.80	34	57.42	13	514.85	42	821.04	58	36.90	3	213.55	5

Nov		276.09	12	503.64	31	768.24	62	287.02	33	76.56	12	488.37	45	840.12	55	36.90	3	221.94	4

Dez		221.64	17	433.26	36	834.00	54	287.02	33	133.98	9	514.85	42	801.96	61	36.90	3	154.82	12
