
Jan		2621.40	11		2415.61	9		321.98	0

Fev		2628.00	6		2410.87	11		311.24	3

Mar		2624.10	9		2419.00	10		314.82	2

Abr		2625.60	9		2399.53	17		312.28	4

Mai		2627.40	9		2410.03	15		316.86	1

Jun		2621.40	10		2400.82	12		313.28	2

Jul		2623.20	12		2396.20	18		313.78	1

Ago		2627.40	6		2414.26	12		315.32	1

Set		2622.00	11		2406.64	14		314.32	3

Out		2624.40	10		2384.86	24		314.32	3

Nov		2622.60	11		2405.74	16		318.40	1

Dez		2624.10	11		2401.45	17		319.94	1

Jan		2623.50	12		2419.39	7		312.28	4

Fev		2618.40	13		2393.38	20		314.32	3

Mar		2625.00	7		2393.95	23		318.40	1

Abr		2627.70	7		2392.87	19		318.40	1

Mai		2617.50	17		2421.37	9		315.32	1

Jun		2628.00	6		2408.62	16		316.86	1

Jul		2624.40	10		2398.57	17		316.36	2

Ago		2619.60	16		2397.61	17		315.32	1

Set		2622.90	12		2398.51	15		316.36	2

Out		2625.00	7		2389.54	20		314.82	2

Nov		2616.00	17		2398.06	16		309.20	4

Dez		2623.20	10		2409.46	12		314.82	2

Jan		2627.70	8		2412.85	13		317.36	0

Fev		2628.60	4		2409.52	14		318.40	1

Mar		2622.60	8		2403.76	14		313.28	2

Abr		2621.70	9		2381.53	25		315.86	3

Mai		2624.10	8		2418.55	11		314.82	2

Jun		2629.20	6		2407.15	15		318.40	1

Jul		2627.40	7		2416.06	8		321.98	0

Ago		2622.60	11		2395.69	17		315.32	1

Set		2620.20	13		2412.34	12		314.32	3

Out		2622.90	7		2414.32	14		311.24	3

Nov		2621.70	11		2403.37	17		314.28	0

Dez		2626.50	9		2401.45	17		312.28	4

Jan		2627.70	8		2410.93	13		311.24	3

Fev		2619.00	16		2402.74	12		317.36	0

Mar		2623.20	11		2410.48	14		312.74	0

Abr		2625.60	6		2396.14	16		313.28	2

Mai		2624.70	10		2403.88	18		305.12	6

Jun		2621.10	13		2406.70	16		315.82	0

Jul		2621.70	11		2408.56	14		314.82	2

Ago		2622.90	13		2412.85	13		314.32	3

Set		2625.00	7		2409.01	13		316.36	2

Out		2625.00	9		2412.34	12		311.74	2

Nov		2619.90	15		2411.89	13		314.32	3

Dez		2620.80	14		2396.59	15		314.32	3

Jan		2622.60	10		2392.93	21		311.24	3

Fev		2618.40	17		2405.68	14		317.90	2

Mar		2623.50	8		2399.53	17		314.32	3

Abr		2629.50	3		2408.11	15		315.32	1

Mai		2622.00	12		2399.53	17		318.40	1

Jun		2624.70	9		2400.94	16		312.78	3

Jul		2626.50	9		2407.99	11		317.36	0

Ago		2625.00	8		2403.31	15		312.28	4

Set		2617.80	16		2418.55	11		317.36	0

Out		2621.40	10		2388.70	24		316.36	2

Nov		2619.30	15		2409.01	13		318.40	1

Dez		2622.30	10		2407.21	17		318.90	0

Jan		2614.80	17		2395.30	20		316.36	2

Fev		2622.60	10		2413.75	11		316.36	2

Mar		2621.10	11		2399.02	16		318.40	1

Abr		2625.90	8		2420.41	9		312.78	3

Mai		2624.10	11		2407.66	16		314.82	2

Jun		2617.80	15		2406.58	12		314.32	3

Jul		2625.30	10		2410.48	14		313.28	2

Ago		2621.40	14		2389.54	20		316.86	1

Set		2624.70	9		2403.76	14		314.28	0

Out		2619.00	13		2404.72	14		316.36	2

Nov		2622.30	12		2407.09	13		313.28	2

Dez		2624.40	9		2417.08	10		318.40	1

Jan		2624.70	8		2389.54	20		311.74	2

Fev		2626.50	7		2409.97	13		315.32	1

Mar		2620.50	13		2395.24	18		318.90	0

Abr		2623.50	9		2409.07	15		309.70	3

Mai		2625.60	7		2422.33	9		316.86	1

Jun		2627.70	5		2413.75	11		319.94	1

Jul		2624.40	9		2401.45	17		310.74	4

Ago		2625.30	7		2411.44	14		318.40	1

Set		2620.50	11		2415.61	9		313.28	2

Out		2624.40	8		2410.48	14		311.74	2

Nov		2622.90	9		2411.38	12		312.28	4

Dez		2623.20	9		2407.54	12		315.82	0

Jan		2621.70	11		2412.40	14		315.82	0

Fev		2627.70	6		2417.08	10		312.78	3

Mar		2625.30	11		2414.26	12		310.74	4

Abr		2620.50	12		2416.63	11		315.86	3

Mai		2623.50	12		2388.58	20		312.28	4

Jun		2620.20	11		2400.94	16		313.28	2

Jul		2620.80	15		2396.65	17		315.32	1

Ago		2626.50	5		2384.35	23		314.82	2

Set		2616.30	17		2409.52	14		315.86	3

Out		2625.00	8		2409.07	15		317.90	2

Nov		2622.90	11		2408.95	11		313.28	2

Dez		2618.10	12		2422.27	7		314.82	2

Jan		2623.20	11		2418.94	8		312.24	1

Fev		2620.50	14		2411.38	12		313.28	2

Mar		2623.50	12		2408.11	15		308.16	3

Abr		2628.30	7		2409.97	13		318.40	1

Mai		2622.90	9		2431.30	4		311.74	2

Jun		2628.60	6		2405.68	14		304.58	4

Jul		2624.70	10		2392.36	18		311.78	5

Ago		2625.00	7		2406.64	14		306.12	4

Set		2622.30	12		2407.15	15		314.32	3

Out		2622.00	11		2418.49	9		306.12	4

Nov		2625.60	8		2405.23	15		315.82	0

Dez		2619.00	14		2394.28	18		309.70	3

Jan		2622.60	9		2403.31	15		318.40	1

Fev		2626.20	7		2415.73	13		313.78	1

Mar		2623.80	10		2417.08	10		316.86	1

Abr		2622.60	11		2397.61	17		314.82	2

Mai		2622.90	11		2401.90	16		318.90	0

Jun		2624.70	9		2395.75	19		315.32	1

Jul		2622.30	13		2424.25	9		320.44	0

Ago		2622.60	10		2410.87	11		316.36	2

Set		2619.30	12		2409.01	13		316.86	1

Out		2624.40	9		2413.18	8		313.28	2

Nov		2627.40	6		2396.59	15		310.74	4

Dez		2623.80	11		2389.03	19		320.44	0
