
Jan		2006.10	148		1985.47	106		268.45	14

Fev		2056.20	138		1982.28	106		268.08	14

Mar		2025.60	142		1984.71	106		276.98	13

Abr		2036.70	144		1923.55	115		278.35	11

Mai		2044.20	142		1966.94	107		262.80	16

Jun		2021.70	145		1955.80	108		263.67	15

Jul		2035.20	142		1940.79	113		251.73	17

Ago		2040.90	139		1946.19	113		264.50	14

Set		2059.50	136		1967.24	109		271.82	12

Out		2022.00	143		1936.50	113		263.33	13

Nov		2007.90	146		1939.76	107		261.63	15

Dez		2049.00	138		1959.27	112		280.72	10

Jan		2044.80	139		1963.42	108		270.82	12

Fev		2042.10	140		1949.14	109		277.98	12

Mar		2047.50	139		1924.79	115		269.49	15

Abr		2038.20	142		1959.27	109		279.35	12

Mai		2050.20	137		1932.62	114		270.99	13

Jun		2044.50	139		1933.83	113		264.17	15

Jul		2021.70	143		1928.29	114		270.32	13

Ago		2006.40	146		1950.03	111		276.27	12

Set		2065.80	136		1964.87	109		273.40	13

Out		2025.60	144		1932.21	115		270.32	13

Nov		2046.30	138		1975.27	110		277.65	13

Dez		2024.40	143		1928.68	114		263.50	14

Jan		2022.30	143		1945.17	114		270.32	13

Fev		2050.20	140		1961.94	113		266.21	15

Mar		2009.40	147		1959.27	110		270.66	14

Abr		2041.20	141		1975.17	105		266.08	15

Mai		2050.80	137		1937.91	117		278.35	13

Jun		2018.40	146		1957.74	109		283.63	11

Jul		2040.90	139		1951.34	116		268.95	13

Ago		2085.60	131		1940.59	113		275.61	14

Set		2008.50	149		1930.56	111		269.62	14

Out		2023.80	146		1937.85	113		268.95	13

Nov		2019.60	143		1952.71	110		263.84	16

Dez		2028.30	142		1989.46	104		256.18	16

Jan		2001.90	149		1915.96	122		261.63	15

Fev		2016.90	144		1951.26	109		272.90	13

Mar		2045.10	138		1992.28	103		267.08	15

Abr		2055.60	136		1935.99	116		270.16	14

Mai		2061.60	135		1944.98	113		259.09	15

Jun		2028.90	143		1953.32	113		262.33	13

Jul		2019.00	144		1954.71	111		265.54	15

Ago		2041.80	139		1937.79	114		280.89	11

Set		2016.60	145		1971.80	108		266.54	14

Out		2066.40	134		1961.99	108		274.24	14

Nov		2036.40	140		1926.86	115		277.98	12

Dez		2033.70	143		1993.85	100		273.23	13

Jan		2052.00	137		1943.68	111		274.40	13

Fev		2060.10	134		1939.48	115		271.49	13

Mar		2004.00	148		1956.39	109		260.43	17

Abr		2018.70	145		1944.92	114		256.18	16

Mai		2044.50	139		1967.41	107		269.12	14

Jun		2014.50	146		1940.39	112		272.53	13

Jul		2038.80	140		1938.32	113		257.35	17

Ago		2045.10	138		1966.04	106		269.28	13

Set		2056.20	136		1974.31	108		275.61	13

Out		2031.90	141		1926.98	114		271.49	13

Nov		1999.50	148		1922.73	115		275.44	13

Dez		2035.80	140		1969.92	107		274.40	12

Jan		2016.30	145		1990.11	103		264.17	15

Fev		2057.70	136		1954.22	111		284.13	11

Mar		2044.50	139		1955.88	110		273.40	13

Abr		2052.60	137		1950.89	113		282.26	11

Mai		2039.70	140		1949.73	109		265.04	15

Jun		2063.40	135		1944.64	112		259.05	15

Jul		2019.30	147		1946.84	112		279.02	12

Ago		2031.00	144		1946.97	110		263.67	15

Set		2039.70	140		1957.10	112		270.49	13

Out		2028.30	143		1977.30	110		275.77	11

Nov		2039.10	140		1934.50	112		263.34	16

Dez		2066.70	133		1970.12	109		275.61	13

Jan		2064.60	136		1991.32	103		263.17	15

Fev		2031.60	141		1934.48	116		274.57	13

Mar		2034.30	140		1958.31	110		271.16	14

Abr		2013.60	146		1985.37	104		266.58	15

Mai		2028.30	142		1943.43	112		273.23	11

Jun		2027.40	143		1964.67	108		269.29	15

Jul		2011.20	145		1936.18	114		259.09	15

Ago		2003.10	148		1951.04	108		275.61	14

Set		2042.40	140		1995.36	106		272.53	14

Out		2037.00	140		1964.32	110		280.89	11

Nov		1994.10	149		1943.27	112		261.80	16

Dez		2034.30	142		1934.95	112		265.04	14

Jan		2038.80	140		1964.42	109		269.99	14

Fev		2022.60	143		1934.54	114		282.26	11

Mar		2013.30	149		1963.52	107		285.84	10

Abr		2019.00	144		1939.73	114		265.71	15

Mai		2050.80	136		1918.64	118		273.03	13

Jun		2032.80	143		1928.53	116		275.77	13

Jul		2030.40	143		1947.42	109		279.02	12

Ago		2049.90	138		1956.73	111		273.57	13

Set		2031.30	141		1996.23	100		282.26	11

Out		2048.70	140		1962.39	113		261.63	16

Nov		2026.20	143		1959.07	109		267.91	14

Dez		2054.40	136		1944.74	113		269.49	15

Jan		2048.10	139		1986.33	106		271.16	14

Fev		2054.70	138		1969.33	106		272.53	13

Mar		2043.90	139		1982.10	107		278.35	12

Abr		2025.00	144		1942.25	109		254.84	15

Mai		2069.40	134		1950.34	112		274.94	13

Jun		2034.60	142		1947.87	114		263.17	16

Jul		2042.70	140		1986.41	106		260.46	14

Ago		2040.30	140		1950.95	112		280.39	11

Set		2069.70	133		1972.36	107		264.17	16

Out		2062.50	135		1941.90	112		266.41	14

Nov		2051.40	139		1956.84	108		260.59	15

Dez		2051.70	138		2022.38	97		269.49	15

Jan		2060.10	136		1971.80	109		267.91	14

Fev		2034.60	141		1940.39	112		270.32	14

Mar		2007.00	147		1946.70	112		267.78	15

Abr		2037.00	143		1980.12	104		273.57	14

Mai		2022.60	143		1932.11	115		263.50	14

Jun		2029.20	143		1988.94	107		280.72	10

Jul		2045.10	138		1946.90	114		254.81	17

Ago		2042.40	140		1959.62	108		267.58	14

Set		2022.60	146		1971.05	105		267.58	14

Out		2017.50	145		1970.27	104		268.79	15

Nov		2036.10	140		1958.96	113		279.18	11

Dez		2036.10	143		1947.80	112		270.65	12
