
Jan		278.06	16	392.76	36	817.29	58	283.90	34

Fev		287.85	15	392.76	36	778.53	62	283.90	34

Mar		258.48	18	392.76	36	749.46	65	283.90	34

Abr		317.22	12	392.76	36	788.22	61	283.90	34

Mai		359.13	8	535.40	20	1090.97	32	576.88	8

Jun		371.07	7	559.85	17	1103.56	31	566.54	9

Jul		383.01	6	527.25	21	1065.79	34	535.52	12

Ago		371.07	7	502.80	24	1015.43	38	535.52	12

Set		406.89	4	510.95	23	1040.61	36	566.54	9

Out		268.27	17	392.76	36	759.15	64	283.90	34

Nov		297.64	14	392.76	36	778.53	62	283.90	34

Dez		278.06	16	392.76	36	768.84	63	283.90	34

Jan		278.06	16	392.76	36	797.91	60	283.90	34

Fev		336.80	10	392.76	36	856.05	54	283.90	34

Mar		297.64	14	392.76	36	768.84	63	283.90	34

Abr		278.06	16	392.76	36	778.53	62	283.90	34

Mai		299.43	13	519.10	22	1053.20	35	525.18	13

Jun		347.19	9	502.80	24	952.48	43	566.54	9

Jul		335.25	10	543.55	19	1141.33	28	545.86	11

Ago		347.19	9	519.10	22	1053.20	35	545.86	11

Set		383.01	6	502.80	24	1065.79	34	525.18	13

Out		297.64	14	392.76	36	778.53	62	283.90	34

Nov		297.64	14	392.76	36	856.05	54	283.90	34

Dez		258.48	18	392.76	36	759.15	64	283.90	34

Jan		278.06	16	392.76	36	788.22	61	283.90	34

Fev		258.48	18	392.76	36	759.15	64	283.90	34

Mar		258.48	18	392.76	36	826.98	57	283.90	34

Abr		287.85	15	392.76	36	856.05	54	283.90	34

Mai		359.13	8	527.25	21	1065.79	34	597.56	6

Jun		418.83	3	559.85	17	1053.20	35	545.86	11

Jul		383.01	6	527.25	21	1015.43	38	576.88	8

Ago		371.07	7	543.55	19	1103.56	31	514.84	14

Set		359.13	8	510.95	23	965.07	42	525.18	13

Out		297.64	14	392.76	36	788.22	61	283.90	34

Nov		278.06	16	392.76	36	778.53	62	283.90	34

Dez		297.64	14	392.76	36	759.15	64	283.90	34

Jan		287.85	15	392.76	36	759.15	64	283.90	34

Fev		268.27	17	392.76	36	797.91	60	283.90	34

Mar		287.85	15	392.76	36	807.60	59	283.90	34

Abr		327.01	11	392.76	36	797.91	60	283.90	34

Mai		347.19	9	543.55	19	1116.15	30	545.86	11

Jun		323.31	11	486.50	26	1078.38	33	535.52	12

Jul		383.01	6	551.70	18	1065.79	34	535.52	12

Ago		359.13	8	535.40	20	927.30	45	545.86	11

Set		347.19	9	576.15	15	1065.79	34	525.18	13

Out		307.43	13	392.76	36	797.91	60	283.90	34

Nov		297.64	14	392.76	36	807.60	59	283.90	34

Dez		297.64	14	392.76	36	768.84	63	283.90	34

Jan		287.85	15	392.76	36	788.22	61	283.90	34

Fev		297.64	14	392.76	36	730.08	67	283.90	34

Mar		307.43	13	392.76	36	788.22	61	283.90	34

Abr		297.64	14	392.76	36	797.91	60	283.90	34

Mai		335.25	10	502.80	24	1002.84	39	535.52	12

Jun		394.95	5	519.10	22	1053.20	35	545.86	11

Jul		359.13	8	453.90	30	1028.02	37	607.90	5

Ago		347.19	9	543.55	19	1028.02	37	504.50	15

Set		371.07	7	584.30	14	1040.61	36	535.52	12

Out		268.27	17	392.76	36	807.60	59	283.90	34

Nov		307.43	13	392.76	36	749.46	65	283.90	34

Dez		258.48	18	392.76	36	807.60	59	283.90	34

Jan		287.85	15	392.76	36	797.91	60	283.90	34

Fev		317.22	12	392.76	36	768.84	63	283.90	34

Mar		307.43	13	392.76	36	778.53	62	283.90	34

Abr		287.85	15	392.76	36	807.60	59	283.90	34

Mai		394.95	5	494.65	25	1053.20	35	556.20	10

Jun		335.25	10	502.80	24	1040.61	36	556.20	10

