
Jan		215.70	20	356.40	36	538.71	61	308.04	34

Fev		223.50	19	356.40	36	538.71	61	308.04	34

Mar		223.50	19	356.40	36	505.14	64	308.04	34

Abr		207.90	21	356.40	36	549.90	60	308.04	34

Mai		310.60	11	559.85	17	980.04	48	454.92	17

Jun		319.40	10	494.65	25	991.88	47	409.80	20

Jul		310.60	11	527.25	21	932.68	52	485.00	15

Ago		337.00	8	486.50	26	968.20	49	485.00	15

Set		319.40	10	543.55	19	968.20	49	500.04	14

Out		239.10	17	356.40	36	516.33	63	308.04	34

Nov		223.50	19	356.40	36	527.52	62	308.04	34

Dez		215.70	20	356.40	36	572.28	58	308.04	34

Jan		223.50	19	356.40	36	505.14	64	308.04	34

Fev		231.30	18	356.40	36	561.09	59	308.04	34

Mar		231.30	18	356.40	36	549.90	60	308.04	34

Abr		215.70	20	356.40	36	527.52	62	308.04	34

Mai		319.40	10	453.90	30	1051.08	42	454.92	17

Jun		319.40	10	470.20	28	944.52	51	439.88	18

Jul		319.40	10	519.10	22	1051.08	42	394.76	21

Ago		319.40	10	486.50	26	1086.60	39	424.84	19

Set		301.80	12	519.10	22	980.04	48	424.84	19

Out		215.70	20	356.40	36	516.33	63	308.04	34

Nov		231.30	18	356.40	36	527.52	62	308.04	34

Dez		246.90	16	356.40	36	538.71	61	308.04	34

Jan		215.70	20	356.40	36	482.76	66	308.04	34

Fev		223.50	19	356.40	36	516.33	63	308.04	34

Mar		239.10	17	356.40	36	538.71	61	308.04	34

Abr		223.50	19	356.40	36	505.14	64	308.04	34

Mai		328.20	9	445.75	31	1027.40	44	394.76	21

Jun		310.60	11	543.55	19	1110.28	37	454.92	17

Jul		301.80	12	519.10	22	980.04	48	364.68	23

Ago		345.80	7	519.10	22	1062.92	41	349.64	24

Set		293.00	13	510.95	23	909.00	54	515.08	13

Out		215.70	20	356.40	36	493.95	65	308.04	34

Nov		207.90	21	356.40	36	538.71	61	308.04	34

Dez		231.30	18	356.40	36	549.90	60	308.04	34

Jan		223.50	19	356.40	36	549.90	60	308.04	34

Fev		231.30	18	356.40	36	549.90	60	308.04	34

Mar		231.30	18	356.40	36	516.33	63	308.04	34

Abr		223.50	19	356.40	36	493.95	65	308.04	34

Mai		301.80	12	519.10	22	1062.92	41	379.72	22

Jun		319.40	10	502.80	24	1027.40	44	469.96	16

Jul		328.20	9	510.95	23	1027.40	44	485.00	15

Ago		328.20	9	502.80	24	991.88	47	515.08	13

Set		275.40	15	510.95	23	932.68	52	424.84	19

Out		246.90	16	356.40	36	527.52	62	308.04	34

Nov		231.30	18	356.40	36	527.52	62	308.04	34

Dez		239.10	17	356.40	36	538.71	61	308.04	34

Jan		231.30	18	356.40	36	493.95	65	308.04	34

Fev		231.30	18	356.40	36	482.76	66	308.04	34

Mar		254.70	15	356.40	36	538.71	61	308.04	34

Abr		207.90	21	356.40	36	516.33	63	308.04	34

Mai		319.40	10	478.35	27	1003.72	46	500.04	14

Jun		328.20	9	494.65	25	909.00	54	364.68	23

Jul		345.80	7	470.20	28	1015.56	45	515.08	13

Ago		328.20	9	470.20	28	1015.56	45	424.84	19

Set		293.00	13	494.65	25	1003.72	46	500.04	14

Out		223.50	19	356.40	36	527.52	62	308.04	34

Nov		215.70	20	356.40	36	505.14	64	308.04	34

Dez		231.30	18	356.40	36	493.95	65	308.04	34

Jan		239.10	17	356.40	36	505.14	64	308.04	34

Fev		215.70	20	356.40	36	471.57	67	308.04	34

Mar		207.90	21	356.40	36	516.33	63	308.04	34

Abr		231.30	18	356.40	36	538.71	61	308.04	34

Mai		301.80	12	510.95	23	991.88	47	515.08	13

Jun		301.80	12	494.65	25	1003.72	46	560.20	10

Jul		310.60	11	494.65	25	1133.96	35	454.92	17

Ago		310.60	11	510.95	23	980.04	48	469.96	16

Set		319.40	10	494.65	25	1015.56	45	469.96	16

Out		215.70	20	356.40	36	561.09	59	308.04	34

Nov		207.90	21	356.40	36	516.33	63	308.04	34

Dez		215.70	20	356.40	36	493.95	65	308.04	34

Jan		231.30	18	356.40	36	482.76	66	308.04	34

Fev		223.50	19	356.40	36	505.14	64	308.04	34

Mar		223.50	19	356.40	36	516.33	63	308.04	34

Abr		215.70	20	356.40	36	505.14	64	308.04	34

Mai		337.00	8	462.05	29	956.36	50	454.92	17

Jun		328.20	9	527.25	21	1051.08	42	394.76	21

Jul		249.00	18	559.85	17	1027.40	44	439.88	18

Ago		345.80	7	527.25	21	1027.40	44	409.80	20

Set		319.40	10	470.20	28	1039.24	43	469.96	16

Out		207.90	21	356.40	36	538.71	61	308.04	34

Nov		239.10	17	356.40	36	505.14	64	308.04	34

Dez		215.70	20	356.40	36	505.14	64	308.04	34

Jan		207.90	21	356.40	36	527.52	62	308.04	34

Fev		231.30	18	356.40	36	505.14	64	308.04	34

Mar		231.30	18	356.40	36	549.90	60	308.04	34

Abr		223.50	19	356.40	36	493.95	65	308.04	34

Mai		301.80	12	470.20	28	1015.56	45	454.92	17

Jun		319.40	10	494.65	25	1003.72	46	545.16	11

Jul		293.00	13	502.80	24	968.20	49	500.04	14

Ago		319.40	10	510.95	23	980.04	48	379.72	22

Set		337.00	8	494.65	25	968.20	49	439.88	18

Out		239.10	17	356.40	36	538.71	61	308.04	34

Nov		231.30	18	356.40	36	549.90	60	308.04	34

Dez		231.30	18	356.40	36	482.76	66	308.04	34

Jan		231.30	18	356.40	36	516.33	63	308.04	34

Fev		215.70	20	356.40	36	516.33	63	308.04	34

Mar		246.90	16	356.40	36	482.76	66	308.04	34

Abr		231.30	18	356.40	36	505.14	64	308.04	34

Mai		337.00	8	519.10	22	956.36	50	409.80	20

Jun		266.60	16	519.10	22	1074.76	40	515.08	13

Jul		310.60	11	510.95	23	1027.40	44	394.76	21

Ago		363.40	5	486.50	26	956.36	50	500.04	14

Set		310.60	11	502.80	24	1039.24	43	469.96	16

Out		223.50	19	356.40	36	549.90	60	308.04	34

Nov		254.70	15	356.40	36	527.52	62	308.04	34

Dez		223.50	19	356.40	36	493.95	65	308.04	34

Jan		215.70	20	356.40	36	505.14	64	308.04	34

Fev		215.70	20	356.40	36	549.90	60	308.04	34

Mar		215.70	20	356.40	36	527.52	62	308.04	34

Abr		207.90	21	356.40	36	493.95	65	308.04	34

Mai		328.20	9	494.65	25	1027.40	44	485.00	15

Jun		328.20	9	494.65	25	1039.24	43	500.04	14

Jul		319.40	10	502.80	24	1003.72	46	424.84	19

Ago		310.60	11	494.65	25	1074.76	40	454.92	17

Set		345.80	7	486.50	26	1062.92	41	454.92	17

Out		254.70	15	356.40	36	572.28	58	308.04	34

Nov		223.50	19	356.40	36	549.90	60	308.04	34

Dez		223.50	19	356.40	36	482.76	66	308.04	34
